events,launch_speed,launch_angle,HR
field_out,82.80000000000001,56,0
force_out,110.1,-3,0
field_out,89,5,0
home_run,109.1,27,1
field_out,86,30,0
single,92.2,21,0
field_out,85.5,75,0
field_out,83.9,76,0
field_out,101.7,50,0
single,108.8,11,0
double,103.6,12,0
field_out,101.7,-6,0
field_out,80.10000000000001,16,0
single,75.7,32,0
field_out,107.4,9,0
single,100.9,12,0
field_error,82.10000000000001,-6,0
field_out,91.3,25,0
field_out,95.2,-7,0
field_out,103.9,4,0
single,110,6,0
field_out,84.7,34,0
single,82.80000000000001,20,0
field_out,103,21,0
field_out,80.2,-11,0
field_out,103.3,17,0
home_run,102.2,25,1
field_out,85.30000000000001,47,0
single,103.4,8,0
single,96.9,13,0
field_out,90.7,-31,0
field_out,96.4,6,0
field_out,90.1,65,0
field_out,96.1,-15,0
field_out,82.5,-24,0
single,68.9,20,0
field_out,60.7,-28,0
single,103.1,-9,0
double,93.2,19,0
field_out,93.9,-2,0
single,100.1,6,0
field_out,77.60000000000001,-39,0
single,100.8,2,0
field_out,97,47,0
single,71.4,3,0
single,100.4,12,0
single,98.7,1,0
double,100.7,20,0
single,99.8,9,0
grounded_into_double_play,80.9,-17,0
field_out,82.60000000000001,55,0
field_out,100.3,0,0
field_out,95.4,29,0
field_out,65.4,-14,0
field_out,94.6,-31,0
field_out,45.8,15,0
field_out,98.3,-24,0
field_out,73.7,-69,0
field_out,97.9,-3,0
double,103.1,24,0
field_out,103,-11,0
double,70.7,33,0
single,73.10000000000001,22,0
single,62.7,30,0
field_out,78.9,30,0
field_out,80.60000000000001,-12,0
double,78.80000000000001,9,0
force_out,85.9,-23,0
double,98,6,0
single,86.7,12,0
field_out,80.60000000000001,41,0
field_out,77.4,40,0
field_out,46.5,75,0
double,82.60000000000001,25,0
field_out,79.9,72,0
single,94.1,-8,0
field_out,68.60000000000001,-23,0
field_out,96.9,35,0
field_out,68,47,0
field_out,80.80000000000001,8,0
single,73.7,19,0
field_out,85.9,45,0
field_out,87.80000000000001,43,0
field_out,42.8,-50,0
field_out,86,40,0
field_out,103.6,42,0
field_out,89,53,0
field_out,92.8,34,0
field_out,89.7,-20,0
field_out,108.4,2,0
field_out,102.3,-26,0
field_out,101.1,24,0
field_out,93.3,65,0
single,91.3,19,0
field_out,91.4,35,0
field_out,83.4,-8,0
single,93.5,9,0
field_out,79.60000000000001,75,0
single,97.6,5,0
field_out,104.1,-2,0
grounded_into_double_play,97.5,1,0
field_out,93.5,-6,0
field_out,97.1,-5,0
field_out,84.80000000000001,66,0
field_out,77.4,82,0
field_out,93,36,0
field_out,90.2,79,0
single,108.8,6,0
single,104.2,-3,0
field_out,85.5,46,0
field_out,81.30000000000001,75,0
field_out,76.2,84,0
field_out,98.7,-22,0
field_out,83.80000000000001,51,0
field_out,94.4,59,0
field_out,95.3,0,0
field_out,78.5,78,0
field_out,98.9,18,0
field_out,109.6,-1,0
field_out,103.2,5,0
field_out,67.9,2,0
field_out,107.5,5,0
field_out,69.2,6,0
field_out,79.9,33,0
home_run,105.7,19,1
field_out,97.6,57,0
field_out,72.60000000000001,15,0
single,97.7,14,0
double,99.9,15,0
field_out,90.9,4,0
field_out,87.2,31,0
single,106.3,-3,0
single,103.3,9,0
field_out,73.9,40,0
field_out,101,38,0
single,76.3,22,0
double,100.5,17,0
field_out,76.3,35,0
field_out,86.30000000000001,25,0
field_out,86.30000000000001,-33,0
field_out,29.6,42,0
field_out,101.6,30,0
field_out,75.60000000000001,45,0
field_out,95,21,0
field_out,98.9,36,0
field_out,78.7,86,0
field_out,101.4,45,0
field_out,95.2,27,0
field_out,97.8,54,0
field_out,81,27,0
field_out,83.30000000000001,62,0
field_out,92.7,32,0
field_out,97.5,33,0
double_play,77.10000000000001,34,0
field_out,91,4,0
field_out,112,-5,0
grounded_into_double_play,102.6,-5,0
field_out,60.8,-13,0
home_run,100.5,27,1
field_out,82.2,75,0
field_out,95.9,65,0
single,85.10000000000001,7,0
single,47.7,-2,0
field_out,89.4,20,0
field_out,90.7,60,0
home_run,102.6,30,1
field_out,73.3,-11,0
field_out,106.3,38,0
single,96,14,0
field_out,54.400000000000006,7,0
field_out,70,65,0
field_out,95.1,21,0
single,102.7,-2,0
field_out,101.3,-28,0
field_out,26.6,46,0
home_run,94.8,34,1
field_out,54.7,-29,0
home_run,105.3,27,1
single,93.4,0,0
field_out,91.6,-38,0
field_out,85,40,0
single,72.3,26,0
field_out,90.3,56,0
field_out,94.9,23,0
field_out,94.6,11,0
field_out,65.7,6,0
single,89.7,16,0
field_out,98.4,43,0
field_out,97.6,-6,0
single,70.7,31,0
single,106.2,14,0
single,60.5,-64,0
field_out,82.80000000000001,5,0
field_out,84.5,60,0
field_out,88.60000000000001,1,0
field_out,85.60000000000001,2,0
field_out,96.5,49,0
field_out,100,-12,0
field_out,86.5,47,0
single,112.9,-15,0
grounded_into_double_play,86.80000000000001,-1,0
field_out,88,41,0
field_out,93.3,46,0
double,87.30000000000001,32,0
field_out,93.2,28,0
grounded_into_double_play,95.9,-10,0
field_out,79.9,-5,0
field_out,89.9,37,0
field_out,97.2,44,0
field_out,70.8,79,0
field_out,103.3,-8,0
single,89,7,0
field_out,91.3,-5,0
field_out,62,50,0
field_out,98.5,-11,0
grounded_into_double_play,90.3,-18,0
field_out,95.6,44,0
field_out,77.2,-33,0
field_out,77.4,-54,0
single,52.5,-61,0
field_out,100.4,21,0
field_out,109.2,-22,0
field_out,58.7,-68,0
field_out,71.5,11,0
double,107,16,0
single,62.900000000000006,16,0
single,74.60000000000001,19,0
single,77.30000000000001,5,0
field_out,80.9,-21,0
field_out,81.60000000000001,36,0
field_out,38,-28,0
field_out,100,34,0
field_out,86.60000000000001,-26,0
double,100.3,20,0
single,75,50,0
single,95.1,-14,0
double,77.4,22,0
single,95.6,8,0
single,85.4,15,0
single,72.10000000000001,29,0
field_out,56.5,-23,0
field_out,86.5,23,0
field_out,100.2,42,0
field_out,102.6,-7,0
home_run,101.3,27,1
field_out,65.3,-35,0
field_out,94.1,44,0
field_out,96.3,48,0
field_out,86.7,4,0
single,101.7,0,0
field_out,106.7,16,0
single,87.80000000000001,20,0
field_out,85.10000000000001,-21,0
single,70.4,15,0
triple,89.80000000000001,26,0
field_out,79.5,-12,0
force_out,89,-5,0
field_out,61.2,-29,0
home_run,103.2,29,1
field_out,63.1,-58,0
field_out,64.60000000000001,-33,0
field_out,94.2,35,0
single,106.2,-3,0
single,103.9,15,0
field_out,99.4,21,0
field_out,76.7,9,0
field_out,101.5,25,0
double,87.5,-11,0
field_out,98.5,46,0
force_out,87,-44,0
single,93.3,10,0
home_run,101.5,36,1
field_out,94,-20,0
field_out,39.3,-46,0
force_out,104.3,1,0
field_out,95,-15,0
field_out,102.5,30,0
home_run,101.9,26,1
field_out,98.8,-13,0
field_error,95.9,-16,0
single,102.4,4,0
field_out,105,18,0
field_out,88.5,-14,0
field_out,67.3,-21,0
single,93.4,5,0
double,107.3,13,0
single,70.10000000000001,32,0
single,92.4,10,0
field_out,75.10000000000001,-1,0
field_out,106.1,16,0
field_out,91.6,-13,0
single,105.5,9,0
field_out,99.2,-6,0
grounded_into_double_play,75.5,-3,0
single,90.4,13,0
field_out,93.3,-7,0
field_out,59.2,58,0
field_out,51,-82,0
single,103.3,11,0
field_out,63.1,-4,0
field_out,81.10000000000001,-28,0
sac_fly,83.60000000000001,43,0
single,71.3,44,0
field_out,80.9,79,0
field_out,88.60000000000001,0,0
single,88.80000000000001,19,0
field_out,95.6,-4,0
single,107.2,2,0
field_out,70,58,0
home_run,108.5,28,1
field_out,89.80000000000001,24,0
grounded_into_double_play,98.4,5,0
field_out,71,-6,0
single,106.3,19,0
field_error,86.5,-19,0
field_out,90.8,58,0
single,81.7,-3,0
field_out,87.7,-17,0
field_out,96.5,30,0
field_out,74.9,31,0
double,102.4,30,0
field_out,106.8,17,0
field_out,74.7,72,0
field_out,76.9,28,0
field_out,99.3,-4,0
single,102.1,2,0
grounded_into_double_play,98.3,-30,0
double,100.2,19,0
single,92.2,9,0
field_out,86.9,47,0
field_out,92.3,19,0
single,98.4,13,0
grounded_into_double_play,91,4,0
field_out,99.6,-1,0
home_run,98.1,32,1
single,91.6,15,0
double,105.1,18,0
fielders_choice_out,78.80000000000001,-37,0
single,83.10000000000001,19,0
field_out,100.5,38,0
field_out,71.2,34,0
field_out,87.9,0,0
field_out,96.8,-7,0
force_out,80.7,-20,0
home_run,105.7,22,1
double,103.1,22,0
field_out,102.8,29,0
field_out,94.5,45,0
single,95.9,8,0
double,93.9,25,0
double,101.7,18,0
field_out,84.9,38,0
field_out,100.9,-16,0
grounded_into_double_play,71.7,5,0
sac_fly,96.9,17,0
single,71.4,17,0
field_out,100.9,51,0
field_out,75.4,63,0
home_run,99.5,31,1
single,105.6,-3,0
field_out,48,-29,0
single,82.4,14,0
field_out,81.30000000000001,53,0
field_out,69.5,-14,0
single,92,7,0
field_out,96,25,0
field_out,69.7,-15,0
field_out,99.2,-11,0
field_out,100,0,0
field_out,93.6,39,0
field_out,100.9,-29,0
single,85.9,17,0
field_out,94.4,38,0
double,94.1,2,0
field_out,107.6,46,0
field_out,67.8,-1,0
single,90.4,17,0
field_out,57,26,0
field_out,85.7,60,0
force_out,46.7,8,0
field_out,71.10000000000001,66,0
field_out,97.8,-14,0
field_out,94.1,36,0
field_out,57.6,-10,0
force_out,78.30000000000001,-10,0
field_out,84.2,45,0
field_out,76.2,-9,0
home_run,98.6,31,1
field_out,57.2,69,0
field_out,80.9,31,0
single,81.10000000000001,-49,0
field_out,91,65,0
single,51.7,-58,0
field_out,62.1,57,0
single,70.9,-50,0
field_out,77.10000000000001,4,0
single,83.60000000000001,26,0
double,111.8,19,0
single,80,13,0
home_run,109.3,19,1
home_run,105.8,26,1
field_out,74.10000000000001,68,0
field_out,108,19,0
single,81.7,24,0
single,78.7,-3,0
field_out,94.9,18,0
field_out,82.4,59,0
field_out,79.9,5,0
field_out,82.9,51,0
field_out,83.7,-16,0
field_out,91.9,30,0
field_out,96.1,53,0
field_out,94.3,23,0
field_out,81.2,7,0
single,93.7,2,0
field_out,102.1,24,0
single,88,7,0
field_out,61.3,-8,0
double,92.6,38,0
field_out,68.9,58,0
field_out,86.2,46,0
field_out,93.7,31,0
field_out,75.5,-34,0
field_out,85.60000000000001,-12,0
single,65.9,31,0
home_run,94.3,28,1
field_out,77.7,50,0
field_out,97.6,-5,0
field_out,94.1,20,0
field_out,32.300000000000004,22,0
field_out,93.1,48,0
field_out,70.3,8,0
home_run,103.4,20,1
field_out,90.1,22,0
home_run,104.2,26,1
field_out,80.60000000000001,2,0
field_out,83.2,34,0
single,86.2,9,0
single,105,2,0
field_out,95.7,-3,0
field_out,91.3,2,0
field_out,71.10000000000001,-61,0
single,102.6,7,0
double,100.1,28,0
field_out,104.5,-2,0
field_out,85.9,51,0
single,91.1,-21,0
field_out,90.3,80,0
grounded_into_double_play,87.9,-37,0
field_out,107.1,4,0
single,97.6,7,0
field_out,95.1,-1,0
single,104.1,2,0
field_out,101,-23,0
field_out,98.5,20,0
single,79.10000000000001,-9,0
single,86.9,16,0
field_out,100.7,-10,0
single,91.2,13,0
field_out,111.6,7,0
single,109.2,2,0
single,15,20,0
field_out,96.4,37,0
single,94.6,9,0
single,104.3,12,0
field_out,85.10000000000001,57,0
field_out,97.7,21,0
field_out,106.6,-1,0
double,99.9,16,0
double,100.8,13,0
single,102.2,-1,0
field_out,102,34,0
field_out,84.60000000000001,4,0
field_out,62.5,11,0
field_out,48.8,52,0
field_out,93.6,-26,0
double,110.4,14,0
field_out,83.30000000000001,-7,0
field_out,97.6,0,0
field_out,82.5,31,0
field_out,63.5,3,0
grounded_into_double_play,83.4,-16,0
field_out,105.9,36,0
field_out,81.60000000000001,-46,0
single,103.3,-10,0
grounded_into_double_play,92.7,-24,0
home_run,95,28,1
double,108.2,18,0
home_run,111.1,31,1
field_out,38.7,27,0
field_out,66.8,-30,0
field_out,97.6,19,0
field_out,84.80000000000001,3,0
field_out,84,8,0
field_out,89.30000000000001,25,0
single,37.7,-22,0
field_out,94,45,0
field_out,77.60000000000001,-16,0
field_out,96.1,40,0
field_out,83.30000000000001,52,0
double,102.2,22,0
double_play,85.2,6,0
single,94.8,7,0
double,100.9,2,0
double,103.3,25,0
single,99.4,14,0
force_out,91.7,-24,0
field_out,105.9,-4,0
single,93.5,15,0
field_out,97.8,40,0
single,100.8,-8,0
field_out,94.5,24,0
field_out,95,29,0
sac_fly,97.6,25,0
field_out,52.5,-72,0
field_out,73.3,10,0
single,103.3,10,0
field_out,86.9,68,0
single,83.60000000000001,15,0
field_out,49.3,-45,0
field_out,98.7,-18,0
field_out,78.80000000000001,-30,0
field_out,87.9,47,0
field_out,57.400000000000006,51,0
field_out,62.5,62,0
field_out,65.8,-28,0
sac_bunt,58.8,-70,0
fielders_choice_out,87.2,7,0
field_out,99.1,9,0
single,69,31,0
force_out,105.7,-6,0
field_out,93.4,-9,0
field_out,101.4,37,0
field_out,80.7,50,0
field_out,81.60000000000001,64,0
single,86.80000000000001,11,0
single,84.30000000000001,21,0
field_out,109.4,13,0
field_out,90.4,5,0
single,107.5,11,0
field_out,87.30000000000001,0,0
field_out,101.3,50,0
single,70.10000000000001,45,0
double,104.3,15,0
double,107.9,20,0
field_out,105.2,14,0
field_out,71.60000000000001,9,0
field_out,78.30000000000001,8,0
field_out,97,-25,0
single,89.7,14,0
field_error,91.9,-6,0
double,64.2,19,0
double,81.4,29,0
field_out,99,-4,0
grounded_into_double_play,82.9,-21,0
field_out,100.2,50,0
field_out,77.9,9,0
field_out,103,17,0
field_out,89.2,-5,0
field_out,83.9,50,0
field_out,82.10000000000001,61,0
field_out,80.30000000000001,82,0
field_out,85.9,51,0
field_out,91.9,65,0
home_run,110.7,36,1
field_out,94.1,30,0
field_out,78.7,39,0
grounded_into_double_play,86.80000000000001,-7,0
field_out,70.7,-24,0
single,98.1,12,0
field_out,88.60000000000001,36,0
field_out,101.9,36,0
field_out,73.3,60,0
field_out,91.4,42,0
field_out,95,42,0
grounded_into_double_play,99.2,-2,0
single,103.9,16,0
field_out,86.5,-2,0
single,71.2,21,0
grounded_into_double_play,78.10000000000001,-20,0
double_play,73,-22,0
field_out,54.6,-68,0
single,73.9,9,0
field_out,77.7,-8,0
field_out,68.60000000000001,-12,0
single,86.7,20,0
double,92.3,34,0
single,59.2,29,0
single,107.8,7,0
field_out,80.10000000000001,-53,0
field_out,64.10000000000001,-34,0
field_out,79.60000000000001,76,0
field_out,65.3,-12,0
field_out,100,24,0
field_out,66.10000000000001,77,0
single,85.5,15,0
double,101.3,21,0
grounded_into_double_play,87.9,-8,0
force_out,75.5,12,0
field_out,75.60000000000001,34,0
field_out,70.2,-1,0
field_out,41.7,-60,0
field_out,77.7,51,0
home_run,107.7,34,1
field_out,106.4,-21,0
field_out,96.8,19,0
field_out,92.8,56,0
field_out,66.7,81,0
home_run,97.9,30,1
double,113,9,0
single,68.2,15,0
field_out,74.10000000000001,-38,0
field_out,93.5,60,0
home_run,93.5,30,1
force_out,74.9,-19,0
single,71.7,29,0
force_out,93.1,-31,0
single,73.3,22,0
field_out,86.30000000000001,27,0
field_out,103.4,30,0
single,97.7,8,0
field_out,105.4,28,0
field_out,78.2,57,0
field_out,91.8,21,0
double,104.6,9,0
single,87.30000000000001,16,0
home_run,105.4,26,1
field_out,70.4,41,0
field_out,80,30,0
single,106.7,-12,0
field_out,88.10000000000001,44,0
field_out,86.4,55,0
triple_play,93.8,9,0
field_out,88.2,27,0
field_out,81.5,-7,0
field_out,95.7,27,0
field_out,77.10000000000001,-14,0
field_out,90.4,3,0
field_out,84.7,-25,0
field_out,106.8,17,0
field_out,81.9,39,0
field_out,76.7,39,0
single,91.6,24,0
field_out,53.900000000000006,27,0
single,98.1,6,0
field_out,101.1,-2,0
field_out,108.5,3,0
field_out,97.4,-12,0
double,100.7,17,0
single,96.6,-32,0
single,98.9,13,0
field_out,80.5,64,0
field_out,79.60000000000001,-3,0
double,100.1,15,0
field_out,104.8,54,0
double,104,15,0
grounded_into_double_play,84.4,-7,0
single,92.7,11,0
field_out,102.3,13,0
home_run,111.3,15,1
field_out,107.2,16,0
single,77.30000000000001,4,0
single,49.400000000000006,20,0
single,32.7,-30,0
single,93.3,16,0
field_out,99.5,50,0
grounded_into_double_play,85.5,-6,0
double,109.2,21,0
field_out,82.10000000000001,38,0
field_out,103,17,0
double,91.9,13,0
fielders_choice,76.5,1,0
force_out,83.5,-16,0
field_out,69.10000000000001,54,0
field_out,82.60000000000001,11,0
field_out,90.4,76,0
field_out,100.1,-24,0
field_out,100.7,17,0
field_out,77.10000000000001,71,0
field_out,81.80000000000001,54,0
single,97.5,12,0
field_out,95.7,60,0
field_out,60.7,40,0
field_out,59.900000000000006,-56,0
single,69.5,23,0
field_out,102.8,-21,0
field_out,93.9,22,0
single,104.8,14,0
double_play,88.30000000000001,45,0
single,96.4,13,0
field_out,79.5,56,0
field_out,91.9,28,0
field_out,61.900000000000006,8,0
field_out,68.5,-9,0
grounded_into_double_play,92.6,-13,0
single,105.9,-10,0
field_out,70.7,3,0
field_out,91.6,-10,0
field_out,98.6,38,0
grounded_into_double_play,73.5,-1,0
field_out,84.30000000000001,-7,0
force_out,65.60000000000001,-26,0
home_run,103.4,27,1
single,91.2,14,0
field_out,82,52,0
single,107.4,-6,0
sac_fly,99.5,52,0
field_out,73.8,-10,0
field_out,77.5,-12,0
field_out,56.7,-54,0
field_out,97.9,17,0
grounded_into_double_play,107.9,-11,0
single,101.3,4,0
field_out,91.1,-4,0
single,67.8,26,0
double,99.1,4,0
field_out,87.10000000000001,84,0
field_out,72.5,-4,0
field_out,98.8,48,0
double,101.9,24,0
home_run,107.8,30,1
double,103.2,19,0
field_out,96,3,0
field_out,86.60000000000001,70,0
field_out,96.4,-4,0
field_out,94.8,30,0
single,106.8,13,0
field_out,102.2,16,0
home_run,108.3,30,1
fielders_choice_out,85.9,-2,0
grounded_into_double_play,90,-20,0
field_out,54.1,-60,0
home_run,98,21,1
field_out,95.5,37,0
single,83.30000000000001,18,0
single,87.4,15,0
single,67.8,-46,0
field_out,103,-7,0
field_out,67.8,-26,0
double,105.6,14,0
field_out,67.3,-33,0
double,114.2,19,0
field_out,81.80000000000001,35,0
single,96.7,7,0
field_out,92.1,29,0
field_out,97.7,55,0
field_out,103.7,27,0
field_out,84.7,-18,0
field_out,98.8,42,0
single,93,18,0
field_out,100.1,29,0
single,80,18,0
field_out,87.9,-7,0
field_out,68.7,57,0
field_out,82.80000000000001,38,0
single,92.8,12,0
double,107.9,15,0
field_out,71.9,-14,0
field_out,107.2,-10,0
field_out,86,39,0
field_out,96.8,71,0
field_out,86.80000000000001,30,0
field_out,95.4,45,0
field_out,95.6,-24,0
field_out,65.9,14,0
single,96.4,12,0
single,71,58,0
double,100.7,22,0
home_run,105.9,22,1
field_out,77.60000000000001,-38,0
double,101.9,13,0
field_out,98.7,0,0
field_out,63.5,54,0
field_out,76.9,43,0
field_out,79.7,54,0
field_out,68.9,-41,0
home_run,105.1,34,1
field_out,83.5,-3,0
single,71.10000000000001,29,0
double,94.2,13,0
field_out,88.9,-36,0
grounded_into_double_play,99.3,-15,0
field_out,99.1,29,0
field_out,92,42,0
field_error,67.60000000000001,-11,0
field_out,92.8,-1,0
grounded_into_double_play,89.60000000000001,1,0
single,69.2,20,0
field_out,89.80000000000001,-11,0
field_out,92.8,46,0
field_out,103.7,-7,0
field_out,74.10000000000001,8,0
field_out,95.7,23,0
grounded_into_double_play,93.9,3,0
single,78.60000000000001,14,0
field_out,100.7,-13,0
home_run,107,26,1
field_out,95,-7,0
field_out,91.1,22,0
field_out,73.5,0,0
single,88.7,-1,0
field_out,76.10000000000001,-10,0
field_out,93.5,-24,0
single,105.4,-3,0
field_out,78.7,-16,0
home_run,107.9,35,1
field_out,85.5,27,0
field_out,90.6,-16,0
single,92.5,-18,0
double,108.5,12,0
field_out,108.9,-29,0
field_out,89.60000000000001,-9,0
single,74.3,24,0
field_out,86.80000000000001,-55,0
single,94.9,11,0
field_out,84.80000000000001,44,0
field_out,101.8,-3,0
single,95.3,2,0
double,100.4,22,0
field_out,87.10000000000001,67,0
home_run,102.5,26,1
field_out,106.6,-5,0
single,101.2,4,0
field_out,97.9,33,0
field_out,88.80000000000001,65,0
single,96.1,11,0
double,99.9,-12,0
field_out,92.5,25,0
grounded_into_double_play,101.4,-1,0
single,98.8,7,0
triple,108.6,9,0
field_out,80.30000000000001,6,0
grounded_into_double_play,92.9,-14,0
field_out,91.5,21,0
home_run,104.7,32,1
force_out,81.60000000000001,6,0
double,94.7,23,0
field_out,89,73,0
field_out,90.7,41,0
field_out,99.7,5,0
field_out,71.4,62,0
home_run,108.5,23,1
field_out,95.7,51,0
field_out,90.5,61,0
field_out,98.7,-5,0
field_out,69,-32,0
field_out,91,35,0
home_run,108.6,27,1
field_out,74.9,-30,0
grounded_into_double_play,64.3,8,0
field_out,100.8,0,0
field_out,68.9,44,0
single,107.1,-8,0
double,102.7,10,0
field_out,82.60000000000001,57,0
field_out,93,-7,0
double,105.5,13,0
double,97.8,33,0
single,88.10000000000001,64,0
field_out,79,-17,0
field_out,87.60000000000001,71,0
field_out,93.2,-7,0
field_out,97.4,-17,0
field_out,69.60000000000001,3,0
single,87.5,9,0
single,98.9,-3,0
force_out,93.9,-14,0
field_out,93.2,-7,0
triple,102.1,25,0
field_out,64.10000000000001,-42,0
home_run,105.5,24,1
field_out,107.2,16,0
field_out,59.7,-17,0
field_out,106.9,-8,0
field_out,75.10000000000001,-16,0
field_out,66.7,-48,0
field_out,73.4,45,0
field_out,100.1,-15,0
grounded_into_double_play,105.3,2,0
field_out,62.5,-38,0
field_out,92.9,15,0
field_out,78,-21,0
field_out,97.5,20,0
single,66.5,46,0
home_run,101.3,24,1
single,106.1,-29,0
field_out,76.80000000000001,-16,0
single,103.1,11,0
single,68.60000000000001,39,0
single,75.5,-37,0
grounded_into_double_play,75,-20,0
single,75.10000000000001,-54,0
single,68.60000000000001,50,0
single,101.2,10,0
field_out,95.5,52,0
field_out,89.60000000000001,58,0
single,99.1,7,0
single,75.10000000000001,-8,0
field_out,63,-36,0
single,100.7,9,0
field_out,83.5,47,0
single,51.900000000000006,15,0
field_out,72,7,0
single,63.8,12,0
field_out,87.5,19,0
field_out,84.5,-32,0
field_out,55.7,-26,0
field_out,97.7,65,0
field_out,77.80000000000001,-13,0
field_out,57.7,-49,0
field_out,74.10000000000001,3,0
force_out,87.30000000000001,11,0
field_out,89.4,39,0
single,74.9,-7,0
single,98.1,13,0
grounded_into_double_play,80.5,-12,0
field_out,97.8,0,0
single,105.3,7,0
field_out,65.3,-12,0
field_out,40.2,-56,0
field_out,44,-84,0
field_out,59.900000000000006,-26,0
sac_fly,89.5,41,0
home_run,97.4,23,1
field_out,93.7,23,0
home_run,110.9,21,1
field_out,97.2,45,0
field_out,89.4,25,0
single,101,-3,0
field_out,96.3,18,0
triple,102.4,24,0
field_out,89.9,24,0
single,51.8,-39,0
single,75.9,8,0
sac_bunt,23.8,-68,0
field_out,99.2,4,0
field_out,103.5,19,0
field_out,90.2,75,0
field_out,73.2,-47,0
field_out,107.2,-5,0
home_run,105.6,32,1
field_out,86.2,-6,0
field_out,85.5,33,0
field_out,99.5,40,0
field_out,71.7,-23,0
field_out,89,-2,0
home_run,102,31,1
field_out,78.2,29,0
single,91.2,1,0
double,90.4,-29,0
grounded_into_double_play,79,-24,0
field_out,89.7,30,0
field_out,94,42,0
double,104.1,25,0
field_out,54.3,-10,0
field_out,101.7,-4,0
force_out,81.10000000000001,-7,0
single,92,12,0
double,104.1,20,0
field_out,66.7,75,0
single,52,-15,0
single,77.2,16,0
field_out,81.5,-13,0
field_out,87.10000000000001,42,0
field_out,100.6,17,0
field_out,102.1,24,0
field_out,101.9,-23,0
field_out,91.8,-39,0
field_out,82.80000000000001,-42,0
field_out,89.5,28,0
double,104.3,1,0
single,81,9,0
single,70.3,-51,0
double,82.10000000000001,20,0
field_out,88.5,57,0
field_out,81.2,28,0
field_out,86.10000000000001,58,0
field_out,65.8,-3,0
single,107.6,-18,0
field_out,81,-15,0
single,107.1,8,0
double,109.4,21,0
home_run,97.4,24,1
single,102.5,7,0
field_out,94.2,0,0
double,101.8,20,0
double,103.8,36,0
single,77.4,17,0
field_out,74,-24,0
field_out,96.3,33,0
grounded_into_double_play,81.4,2,0
single,87.9,-13,0
field_out,66.4,-39,0
field_out,71.2,-16,0
single,85.80000000000001,-31,0
single,99.4,21,0
field_out,100.7,17,0
field_out,94,63,0
field_out,85.4,32,0
field_out,61.7,-43,0
field_out,80.7,-19,0
home_run,107.7,21,1
single,29.700000000000003,-33,0
single,91.4,10,0
force_out,78.2,-12,0
field_out,85.80000000000001,59,0
double_play,77.7,11,0
field_out,67.9,-45,0
force_out,64.10000000000001,-10,0
field_out,85.5,34,0
field_out,105.8,5,0
force_out,69.7,-32,0
field_out,89.9,-19,0
field_out,69.4,75,0
single,87,16,0
field_out,87.7,-8,0
field_out,88.80000000000001,55,0
grounded_into_double_play,96.3,-22,0
field_out,55.2,18,0
field_out,75.2,-5,0
field_out,56.2,-53,0
field_out,92.8,47,0
field_out,53.8,-36,0
field_out,102.5,55,0
single,59.400000000000006,11,0
field_out,91.9,48,0
field_out,75.3,28,0
field_out,98.8,-9,0
double,91.6,12,0
field_out,67.9,-13,0
field_out,96.6,69,0
field_out,63,-11,0
field_out,92.1,63,0
double,107.4,15,0
field_out,89.60000000000001,-12,0
single,33.300000000000004,-3,0
force_out,101.7,-1,0
field_out,100.6,-10,0
field_out,100.3,44,0
field_out,87.30000000000001,32,0
single,96.3,12,0
field_out,73.9,44,0
field_out,101.5,17,0
field_out,83.60000000000001,30,0
field_out,92.9,24,0
single,101.6,-1,0
field_out,90.4,55,0
single,71.4,26,0
field_out,101.4,26,0
field_out,45.8,-14,0
field_out,70.3,36,0
single,86.10000000000001,19,0
single,94,15,0
field_out,82.60000000000001,24,0
field_out,75.8,79,0
field_out,81.30000000000001,47,0
field_out,87.60000000000001,31,0
single,96.1,17,0
double,101.9,11,0
force_out,75,5,0
field_out,88.80000000000001,-23,0
field_out,82.10000000000001,0,0
field_out,90.7,-6,0
field_out,82.4,-3,0
field_out,81.2,27,0
field_out,102,35,0
field_out,75.7,1,0
field_out,90.3,28,0
double,67.5,10,0
single,90.1,-19,0
field_out,97,34,0
single,100,17,0
field_out,74.7,71,0
field_out,92.6,39,0
grounded_into_double_play,95.2,-7,0
field_out,104.2,-1,0
double,102.2,11,0
field_out,90.1,23,0
field_out,96.7,16,0
field_out,92.9,-10,0
single,81.9,11,0
field_out,69.2,-35,0
field_out,93.5,52,0
field_out,98.5,29,0
field_out,43.900000000000006,-20,0
field_out,86.10000000000001,-15,0
field_out,97.1,-13,0
field_out,65.3,-66,0
field_out,93.3,37,0
home_run,111.9,30,1
field_out,62.8,57,0
home_run,107.9,34,1
field_out,101,5,0
field_out,104.3,22,0
field_out,78.9,-40,0
single,103,-16,0
field_out,102.6,-27,0
field_out,88.7,69,0
field_out,90.6,59,0
field_out,71.8,41,0
field_out,83.9,25,0
field_out,78.4,61,0
home_run,115.6,21,1
field_out,97.2,27,0
single,78.60000000000001,17,0
field_out,76.2,6,0
double_play,75.8,13,0
field_out,88.80000000000001,0,0
grounded_into_double_play,87.7,-14,0
field_out,90.2,3,0
field_out,79.7,-15,0
field_out,97.7,0,0
field_out,70.9,-14,0
field_out,83.5,58,0
home_run,109.1,22,1
single,18.6,45,0
field_out,101.4,18,0
grounded_into_double_play,71,-14,0
single,85.60000000000001,16,0
single,98.6,4,0
fielders_choice_out,24.3,-3,0
field_out,81.80000000000001,34,0
